ax,ay,az,gx,gy,gz,mx,my,mz,heading,pitch,roll
0.015,-0.528,-0.881,0.032,0.001,0.007,-28.5,-255.3,-8.55,199.42,11.32,-77.15
0.015,-0.534,-0.883,0.036,0.001,-0.032,-28.5,-255.3,-8.55,199.37,11.32,-77.46
0.011,-0.53,-0.884,0.048,0.007,-0.063,-27.9,-253.95,-9.9,199.32,11.32,-77.77
0.024,-0.521,-0.881,0.043,0.003,-0.046,-28.95,-254.4,-9.9,199.26,11.32,-78.08
0.024,-0.521,-0.881,0.036,-0.0,-0.009,-28.95,-256.65,-9.9,199.21,11.32,-78.4
0.025,-0.525,-0.884,0.024,-0.006,0.05,-29.4,-255.15,-9.45,199.16,11.31,-78.71
0.014,-0.529,-0.887,0.022,-0.001,0.056,-29.4,-255.15,-9.45,199.1,11.31,-79.02
0.014,-0.529,-0.887,0.021,-0.005,0.047,-27.15,-255.6,-10.65,199.05,11.31,-79.33
0.008,-0.533,-0.881,0.038,0.002,-0.022,-28.65,-254.7,-9.15,198.99,11.31,-79.64
0.021,-0.53,-0.88,0.046,0.008,-0.048,-29.7,-255.6,-9.45,198.94,11.3,-79.95
0.019,-0.531,-0.884,0.043,0.005,-0.062,-28.5,-255.75,-10.05,198.88,11.29,-80.26
0.019,-0.531,-0.884,0.037,0.004,-0.025,-28.5,-255.75,-10.05,198.83,11.28,-80.56
0.014,-0.523,-0.877,0.028,-0.001,0.012,-28.8,-254.55,-11.1,198.78,11.28,-80.87
0.016,-0.53,-0.876,0.027,-0.002,0.064,-29.7,-254.4,-9.45,198.72,11.27,-81.18
0.016,-0.53,-0.876,0.018,0.0,0.059,-28.8,-254.55,-9.3,198.66,11.26,-81.49
0.011,-0.533,-0.881,0.028,0.0,0.036,-29.4,-255.15,-9.9,198.61,11.25,-81.8
0.013,-0.528,-0.881,0.041,0.002,-0.034,-29.4,-255.15,-9.9,198.55,11.24,-82.11
0.021,-0.534,-0.883,0.05,0.005,-0.063,-29.4,-255.15,-9.9,198.5,11.22,-82.41
0.021,-0.534,-0.883,0.046,0.005,-0.061,-28.8,-253.8,-10.8,198.44,11.21,-82.72
0.016,-0.526,-0.88,0.032,-0.0,-0.014,-29.4,-253.65,-10.65,198.39,11.19,-83.03
0.023,-0.523,-0.881,0.025,-0.003,0.032,-29.7,-254.7,-10.65,198.33,11.17,-83.34
0.017,-0.526,-0.883,0.022,-0.002,0.061,-29.7,-254.7,-10.65,198.27,11.16,-83.64
0.017,-0.526,-0.883,0.027,-0.003,0.048,-29.7,-254.7,-10.65,198.22,11.14,-83.95
0.014,-0.535,-0.879,0.036,-0.001,0.02,-27.15,-255.6,-10.95,198.16,11.12,-84.26
0.01,-0.533,-0.88,0.044,0.003,-0.047,-28.65,-255.9,-10.95,198.11,11.1,-84.56
0.01,-0.533,-0.88,0.048,0.007,-0.069,-28.95,-254.7,-9.15,198.05,11.08,-84.87
0.016,-0.527,-0.876,0.038,0.006,-0.055,-28.05,-253.8,-9.75,197.99,11.06,-85.17
0.019,-0.526,-0.884,0.031,0.003,0.01,-28.05,-253.8,-9.75,197.94,11.04,-85.48
0.017,-0.532,-0.877,0.025,-0.005,0.036,-28.65,-255.15,-8.7,197.88,11.01,-85.78
0.017,-0.532,-0.877,0.022,-0.005,0.053,-28.65,-254.7,-9.9,197.82,10.99,-86.09
0.013,-0.533,-0.885,0.025,0.003,0.037,-27.75,-255.0,-10.05,197.77,10.96,-86.39
0.015,-0.531,-0.885,0.033,0.002,0.005,-27.75,-255.3,-9.3,197.71,10.94,-86.69
0.015,-0.531,-0.885,0.044,0.004,-0.056,-27.75,-255.3,-9.3,197.65,10.91,-87.0
0.017,-0.528,-0.878,0.047,0.007,-0.056,-28.05,-255.3,-9.3,197.6,10.88,-87.3
0.018,-0.528,-0.875,0.039,-0.0,-0.042,-28.2,-254.4,-9.9,197.54,10.85,-87.6
0.018,-0.525,-0.878,0.023,-0.002,0.023,-29.85,-254.25,-11.55,197.49,10.82,-87.91
0.018,-0.525,-0.878,0.024,0.001,0.048,-28.65,-255.15,-10.2,197.43,10.79,-88.21
0.009,-0.527,-0.88,0.027,0.001,0.042,-28.65,-255.15,-10.2,197.37,10.76,-88.51
0.011,-0.536,-0.879,0.031,-0.004,0.023,-28.8,-256.05,-9.75,197.32,10.73,-88.81
0.011,-0.536,-0.879,0.038,0.003,-0.018,-29.4,-255.6,-9.9,197.26,10.7,-89.11
0.019,-0.529,-0.876,0.044,0.001,-0.055,-28.65,-254.4,-10.95,197.21,10.66,-89.41
0.013,-0.529,-0.886,0.046,0.002,-0.043,-28.5,-256.5,-10.35,197.15,10.63,-89.71
0.019,-0.525,-0.883,0.039,0.004,-0.021,-28.65,-253.65,-9.15,197.1,10.59,-90.01
0.019,-0.525,-0.883,0.028,-0.003,0.033,-28.95,-255.15,-9.45,197.04,10.55,-90.31
0.017,-0.526,-0.881,0.018,-0.006,0.048,-28.8,-254.25,-9.75,196.99,10.51,-90.61
0.016,-0.524,-0.88,0.03,-0.001,0.031,-29.55,-255.0,-10.05,196.93,10.48,-90.91
0.016,-0.524,-0.88,0.031,0.001,-0.004,-27.9,-255.15,-10.95,196.88,10.44,-91.21
0.016,-0.529,-0.882,0.039,0.001,-0.025,-28.5,-255.0,-8.55,196.83,10.4,-91.51
0.017,-0.531,-0.877,0.041,0.005,-0.046,-28.5,-255.0,-8.55,196.77,10.36,-91.81
0.021,-0.518,-0.877,0.042,-0.001,-0.034,-28.65,-255.15,-9.9,196.72,10.32,-92.11
0.021,-0.518,-0.877,0.037,0.0,-0.011,-29.55,-255.0,-10.35,196.66,10.28,-92.4
0.014,-0.52,-0.883,0.027,-0.003,0.039,-28.5,-255.3,-8.55,196.61,10.24,-92.7
0.015,-0.528,-0.88,0.022,-0.008,0.047,-27.9,-255.15,-10.95,196.56,10.2,-93.0
0.013,-0.532,-0.886,0.028,0.001,0.008,-27.9,-255.15,-10.95,196.51,10.15,-93.29
0.013,-0.532,-0.886,0.038,0.006,-0.009,-28.8,-254.55,-9.3,196.45,10.11,-93.59
0.014,-0.528,-0.881,0.042,0.006,-0.033,-28.05,-255.75,-10.35,196.4,10.07,-93.89
0.014,-0.528,-0.883,0.044,0.004,-0.038,-28.65,-254.7,-9.45,196.35,10.03,-94.18
0.014,-0.528,-0.883,0.038,0.001,-0.017,-29.4,-254.7,-9.45,196.3,9.99,-94.47
0.019,-0.527,-0.88,0.037,-0.003,0.004,-29.4,-254.7,-9.45,196.25,9.95,-94.77
0.014,-0.528,-0.883,0.023,-0.0,0.05,-29.55,-255.3,-9.75,196.19,9.91,-95.06
0.016,-0.531,-0.881,0.026,-0.004,0.046,-28.2,-255.6,-9.45,196.14,9.87,-95.36
0.016,-0.531,-0.881,0.024,-0.004,0.023,-27.15,-254.7,-9.45,196.09,9.83,-95.65
0.011,-0.531,-0.881,0.043,0.005,-0.031,-28.95,-256.35,-9.9,196.04,9.79,-95.94
0.016,-0.532,-0.884,0.037,-0.003,-0.04,-28.65,-255.6,-10.2,195.99,9.75,-96.23
0.016,-0.532,-0.884,0.041,0.002,-0.035,-28.05,-254.55,-10.35,195.94,9.71,-96.52
0.022,-0.532,-0.884,0.04,0.003,-0.014,-28.8,-255.0,-10.35,195.89,9.67,-96.81
0.011,-0.527,-0.886,0.03,0.003,0.019,-28.2,-255.15,-10.65,195.84,9.63,-97.11
0.014,-0.526,-0.886,0.024,-0.003,0.045,-27.3,-255.3,-9.75,195.79,9.59,-97.4
0.014,-0.526,-0.886,0.028,-0.003,0.034,-28.5,-255.0,-9.3,195.74,9.55,-97.69
0.008,-0.534,-0.883,0.029,-0.0,0.016,-28.65,-255.6,-9.15,195.69,9.52,-97.98
0.017,-0.534,-0.88,0.041,-0.002,-0.036,-28.2,-255.6,-9.9,195.64,9.48,-98.26
0.017,-0.534,-0.88,0.044,0.005,-0.044,-26.4,-255.6,-10.2,195.59,9.44,-98.55
0.021,-0.528,-0.882,0.042,-0.001,-0.041,-28.65,-255.9,-10.2,195.54,9.41,-98.84
0.02,-0.525,-0.882,0.04,-0.002,-0.0,-28.05,-255.0,-10.35,195.49,9.37,-99.13
0.015,-0.532,-0.88,0.025,-0.002,0.026,-27.45,-255.9,-10.2,195.44,9.33,-99.42
0.015,-0.532,-0.88,0.024,-0.006,0.043,-27.75,-255.3,-9.3,195.38,9.3,-99.7
0.012,-0.529,-0.886,0.028,0.002,0.029,-27.9,-255.15,-10.2,195.33,9.27,-99.99
0.011,-0.532,-0.887,0.026,0.002,0.004,-27.75,-256.5,-10.35,195.28,9.24,-100.28
0.011,-0.532,-0.887,0.04,-0.001,-0.034,-27.75,-255.0,-9.3,195.23,9.21,-100.56
0.018,-0.527,-0.883,0.045,0.006,-0.04,-27.75,-255.0,-9.3,195.18,9.18,-100.85
0.014,-0.527,-0.88,0.039,0.003,-0.038,-28.2,-254.7,-8.7,195.13,9.15,-101.13
0.021,-0.522,-0.883,0.032,-0.001,0.009,-29.85,-255.0,-10.05,195.08,9.12,-101.42
0.021,-0.522,-0.883,0.03,-0.002,0.028,-28.65,-254.7,-9.45,195.03,9.09,-101.7
0.018,-0.522,-0.881,0.025,-0.001,0.04,-27.9,-255.9,-9.9,194.98,9.06,-101.99
0.013,-0.527,-0.881,0.026,-0.004,0.023,-27.9,-255.9,-9.9,194.93,9.03,-102.27
0.013,-0.527,-0.881,0.033,0.005,-0.001,-27.3,-255.3,-10.05,194.87,9.0,-102.55
0.012,-0.528,-0.878,0.042,0.008,-0.039,-27.45,-254.7,-11.7,194.82,8.98,-102.84
0.017,-0.529,-0.88,0.044,-0.001,-0.045,-28.05,-255.0,-9.75,194.77,8.95,-103.12
0.017,-0.529,-0.883,0.037,0.001,-0.029,-28.5,-254.25,-10.05,194.72,8.93,-103.4
0.017,-0.529,-0.883,0.027,-0.005,0.015,-28.5,-254.25,-10.05,194.67,8.9,-103.68
0.021,-0.524,-0.879,0.032,-0.01,0.032,-28.65,-255.15,-9.9,194.61,8.88,-103.96
0.009,-0.53,-0.884,0.029,-0.005,0.033,-27.45,-254.4,-8.7,194.56,8.86,-104.24
0.013,-0.534,-0.882,0.028,0.002,0.016,-27.9,-255.9,-10.65,194.51,8.84,-104.52
0.013,-0.534,-0.882,0.034,0.001,-0.012,-29.4,-256.35,-8.7,194.45,8.82,-104.79
0.016,-0.526,-0.881,0.046,0.001,-0.038,-28.2,-255.15,-10.95,194.4,8.8,-105.07
0.014,-0.529,-0.878,0.04,0.003,-0.035,-28.95,-255.6,-9.15,194.34,8.78,-105.35
0.014,-0.529,-0.878,0.037,0.001,-0.019,-27.9,-256.65,-8.7,194.29,8.76,-105.63
0.019,-0.525,-0.878,0.032,0.0,0.019,-28.05,-254.25,-10.05,194.23,8.74,-105.9
0.016,-0.529,-0.882,0.029,-0.004,0.032,-28.95,-255.9,-10.2,194.18,8.73,-106.18
0.014,-0.525,-0.882,0.032,-0.001,0.021,-27.15,-255.15,-9.45,194.12,8.71,-106.46
0.014,-0.525,-0.882,0.026,0.0,0.001,-27.9,-255.15,-9.9,194.06,8.7,-106.73
0.015,-0.53,-0.882,0.037,0.002,-0.016,-28.05,-254.25,-10.05,194.0,8.68,-107.0
0.016,-0.533,-0.881,0.048,0.004,-0.038,-28.8,-254.55,-10.35,193.95,8.67,-107.28
0.016,-0.533,-0.881,0.038,0.001,-0.027,-27.45,-255.6,-9.9,193.89,8.66,-107.55
0.02,-0.524,-0.878,0.037,0.001,-0.011,-28.05,-256.05,-10.05,193.83,8.64,-107.82
0.018,-0.526,-0.881,0.028,-0.003,0.023,-28.65,-254.7,-10.05,193.77,8.63,-108.09
0.017,-0.527,-0.878,0.023,0.001,0.033,-29.55,-254.55,-9.75,193.71,8.62,-108.37
0.017,-0.527,-0.878,0.031,-0.004,0.032,-26.7,-254.7,-11.4,193.65,8.61,-108.64
0.009,-0.528,-0.881,0.028,0.004,0.002,-28.05,-254.25,-11.1,193.58,8.61,-108.9
0.013,-0.529,-0.882,0.037,0.002,-0.015,-27.15,-254.4,-8.7,193.52,8.6,-109.17
0.013,-0.529,-0.882,0.037,0.008,-0.035,-27.15,-254.4,-8.7,193.45,8.6,-109.44
0.016,-0.527,-0.879,0.033,0.005,-0.025,-28.2,-254.4,-8.4,193.39,8.59,-109.71
0.015,-0.526,-0.878,0.032,-0.001,-0.011,-27.45,-255.6,-9.9,193.32,8.59,-109.98
0.015,-0.53,-0.884,0.025,-0.004,0.025,-28.95,-255.15,-10.65,193.26,8.59,-110.24
0.015,-0.53,-0.884,0.031,-0.001,0.028,-28.65,-254.4,-10.2,193.19,8.58,-110.51
0.01,-0.529,-0.882,0.031,0.0,0.023,-28.65,-254.4,-10.2,193.12,8.59,-110.77
0.018,-0.527,-0.876,0.041,-0.003,-0.013,-28.5,-255.0,-9.3,193.05,8.58,-111.04
0.018,-0.527,-0.876,0.037,0.002,-0.02,-29.25,-255.0,-10.8,192.98,8.58,-111.3
0.018,-0.527,-0.881,0.038,0.003,-0.025,-29.4,-254.4,-10.2,192.91,8.58,-111.56
0.017,-0.525,-0.882,0.044,0.004,-0.01,-27.45,-254.7,-10.2,192.84,8.58,-111.82
0.014,-0.532,-0.881,0.039,0.001,0.003,-27.45,-254.7,-10.2,192.77,8.59,-112.08
0.014,-0.532,-0.881,0.033,-0.004,0.026,-28.8,-254.55,-11.1,192.69,8.59,-112.34
0.013,-0.527,-0.88,0.033,0.002,0.026,-28.95,-255.15,-10.2,192.62,8.6,-112.6
0.014,-0.528,-0.883,0.027,0.002,0.012,-29.55,-255.3,-10.05,192.54,8.61,-112.86
0.014,-0.528,-0.883,0.039,0.001,-0.014,-28.65,-254.7,-10.65,192.46,8.61,-113.12
0.017,-0.528,-0.883,0.042,0.001,-0.025,-27.75,-254.55,-9.3,192.38,8.62,-113.37
0.017,-0.526,-0.881,0.038,0.002,-0.017,-28.65,-254.4,-10.95,192.3,8.63,-113.63
0.014,-0.527,-0.878,0.04,0.001,-0.004,-28.65,-256.65,-10.2,192.22,8.64,-113.88
0.014,-0.527,-0.878,0.032,-0.002,0.009,-29.25,-255.0,-10.35,192.14,8.65,-114.14
0.013,-0.529,-0.877,0.03,-0.003,0.021,-26.7,-255.6,-9.9,192.05,8.66,-114.39
0.016,-0.529,-0.876,0.032,-0.002,0.019,-27.9,-255.15,-10.65,191.97,8.67,-114.64
0.017,-0.53,-0.879,0.033,0.001,0.006,-28.95,-255.15,-9.45,191.88,8.69,-114.89
0.017,-0.53,-0.879,0.038,0.002,-0.023,-27.15,-255.6,-9.9,191.79,8.7,-115.14
0.018,-0.527,-0.879,0.036,0.004,-0.024,-26.25,-255.3,-10.35,191.7,8.71,-115.38
0.014,-0.523,-0.88,0.037,0.006,-0.023,-28.5,-254.55,-9.75,191.6,8.73,-115.63
0.014,-0.523,-0.88,0.03,0.003,-0.001,-27.9,-254.4,-10.2,191.51,8.74,-115.88
0.014,-0.524,-0.881,0.029,-0.0,0.01,-27.9,-254.4,-10.2,191.41,8.76,-116.12
0.015,-0.538,-0.884,0.029,0.001,0.021,-28.05,-256.05,-10.05,191.32,8.78,-116.37
0.015,-0.524,-0.876,0.03,-0.001,0.015,-27.9,-255.15,-10.65,191.22,8.8,-116.61
0.015,-0.524,-0.876,0.037,0.006,0.007,-27.75,-255.3,-10.8,191.12,8.82,-116.85
0.013,-0.527,-0.886,0.033,0.001,-0.023,-28.5,-255.3,-10.35,191.02,8.84,-117.09
0.015,-0.524,-0.88,0.037,0.001,-0.025,-28.5,-255.3,-10.35,190.91,8.86,-117.33
0.015,-0.524,-0.88,0.039,0.001,-0.02,-28.65,-254.4,-9.9,190.81,8.88,-117.57
0.016,-0.524,-0.887,0.034,-0.001,-0.001,-27.3,-254.25,-9.3,190.7,8.91,-117.81
0.012,-0.526,-0.884,0.034,0.002,0.016,-27.9,-255.9,-10.2,190.59,8.93,-118.04
0.017,-0.523,-0.881,0.029,-0.002,0.014,-28.5,-255.75,-10.8,190.48,8.95,-118.28
0.017,-0.523,-0.881,0.036,-0.0,0.012,-28.5,-255.75,-10.8,190.37,8.98,-118.51
0.014,-0.532,-0.882,0.031,-0.001,-0.002,-28.05,-255.0,-9.3,190.25,9.0,-118.74
0.016,-0.524,-0.879,0.037,0.003,-0.017,-27.75,-255.3,-9.75,190.13,9.03,-118.97
0.016,-0.524,-0.879,0.036,0.001,-0.017,-28.65,-255.6,-9.15,190.01,9.06,-119.19
0.02,-0.525,-0.881,0.034,0.002,-0.021,-27.45,-255.6,-10.65,189.89,9.08,-119.42
0.01,-0.527,-0.881,0.038,-0.003,0.001,-28.95,-254.4,-9.45,189.76,9.12,-119.64
0.016,-0.526,-0.885,0.028,-0.002,0.008,-27.45,-255.15,-10.2,189.64,9.14,-119.87
0.016,-0.526,-0.885,0.035,-0.002,0.016,-29.25,-255.0,-10.05,189.51,9.18,-120.09
0.013,-0.529,-0.879,0.037,0.001,0.006,-28.2,-254.7,-10.2,189.38,9.21,-120.31
0.014,-0.521,-0.881,0.03,0.002,0.004,-28.65,-253.95,-10.95,189.25,9.24,-120.53
0.014,-0.521,-0.881,0.038,0.001,-0.012,-28.2,-255.9,-9.9,189.12,9.27,-120.75
0.016,-0.535,-0.882,0.036,0.004,-0.009,-28.2,-254.4,-10.65,188.98,9.3,-120.96
0.017,-0.53,-0.881,0.036,0.0,-0.012,-28.8,-254.55,-10.05,188.84,9.34,-121.17
0.018,-0.524,-0.884,0.031,0.001,-0.006,-29.85,-255.0,-9.3,188.7,9.37,-121.38
0.018,-0.524,-0.884,0.028,-0.002,0.0,-28.05,-255.3,-10.05,188.56,9.4,-121.59
0.015,-0.524,-0.879,0.034,-0.003,0.003,-28.05,-255.3,-11.1,188.42,9.43,-121.8
0.013,-0.529,-0.883,0.027,0.0,0.005,-29.25,-255.3,-8.55,188.27,9.47,-122.0
0.013,-0.529,-0.883,0.029,0.003,0.0,-28.5,-255.0,-8.25,188.11,9.51,-122.21
0.016,-0.531,-0.886,0.031,-0.003,-0.011,-28.8,-255.75,-9.75,187.96,9.55,-122.41
0.014,-0.526,-0.883,0.036,-0.001,-0.008,-27.75,-253.8,-10.35,187.81,9.58,-122.61
0.018,-0.527,-0.879,0.032,0.0,-0.01,-28.5,-255.75,-8.55,187.65,9.62,-122.8
0.018,-0.527,-0.879,0.035,0.004,-0.005,-28.5,-255.75,-8.55,187.48,9.65,-123.0
0.015,-0.527,-0.875,0.029,-0.002,0.0,-27.9,-255.15,-10.2,187.32,9.69,-123.19
0.014,-0.528,-0.881,0.027,-0.003,0.01,-28.5,-255.0,-10.05,187.16,9.73,-123.38
0.017,-0.528,-0.882,0.03,-0.0,0.003,-29.25,-255.75,-9.75,186.99,9.77,-123.57
0.017,-0.528,-0.882,0.037,0.001,0.001,-28.5,-254.25,-10.05,186.83,9.8,-123.76
0.016,-0.528,-0.879,0.033,0.004,-0.004,-28.5,-254.25,-10.05,186.66,9.84,-123.95
0.016,-0.527,-0.877,0.036,0.002,-0.007,-28.05,-254.55,-10.05,186.49,9.87,-124.13
0.016,-0.527,-0.877,0.036,-0.001,-0.007,-28.8,-255.75,-9.0,186.31,9.91,-124.31
0.014,-0.526,-0.88,0.032,0.0,0.003,-28.8,-256.05,-9.75,186.13,9.95,-124.49
0.019,-0.525,-0.882,0.034,0.0,0.011,-27.0,-255.3,-9.3,185.95,9.99,-124.67
0.011,-0.528,-0.879,0.03,-0.004,0.012,-27.0,-255.3,-9.3,185.77,10.03,-124.84
0.011,-0.528,-0.879,0.032,-0.001,0.004,-27.0,-255.3,-9.3,185.59,10.07,-125.01
0.009,-0.531,-0.882,0.031,0.001,-0.006,-27.9,-255.6,-9.9,185.4,10.11,-125.18
0.011,-0.527,-0.882,0.035,0.002,-0.02,-27.9,-254.4,-9.9,185.22,10.15,-125.35
0.011,-0.527,-0.882,0.038,0.003,-0.025,-27.15,-254.7,-9.45,185.03,10.19,-125.52
0.017,-0.526,-0.882,0.038,0.003,-0.012,-27.75,-255.3,-9.3,184.83,10.23,-125.69
0.019,-0.526,-0.879,0.032,0.001,0.005,-27.75,-255.3,-9.3,184.64,10.26,-125.85
0.017,-0.525,-0.883,0.033,0.004,0.016,-27.0,-255.0,-9.75,184.45,10.29,-126.01
0.017,-0.525,-0.883,0.03,-0.004,0.02,-27.9,-255.15,-9.15,184.25,10.33,-126.18
0.016,-0.531,-0.88,0.032,0.002,0.001,-28.2,-256.35,-9.45,184.05,10.37,-126.33
0.011,-0.527,-0.885,0.032,-0.001,-0.008,-27.45,-255.6,-10.2,183.85,10.41,-126.49
0.011,-0.527,-0.885,0.039,0.002,-0.02,-27.45,-255.6,-10.2,183.65,10.45,-126.64
0.012,-0.528,-0.881,0.036,0.001,-0.02,-27.9,-255.15,-9.9,183.45,10.49,-126.79
0.014,-0.528,-0.873,0.036,-0.001,-0.01,-27.3,-256.05,-8.55,183.24,10.52,-126.94
0.022,-0.527,-0.876,0.03,-0.001,0.011,-28.5,-256.05,-11.55,183.04,10.55,-127.09
0.022,-0.527,-0.876,0.03,-0.003,0.016,-27.3,-254.55,-11.85,182.83,10.58,-127.23
0.014,-0.529,-0.881,0.029,-0.006,0.014,-27.3,-254.55,-11.85,182.63,10.61,-127.37
0.013,-0.529,-0.879,0.038,0.003,-0.004,-28.5,-254.25,-9.3,182.41,10.65,-127.51
0.013,-0.529,-0.879,0.036,0.002,-0.008,-28.05,-255.3,-10.35,182.2,10.69,-127.65
0.016,-0.531,-0.881,0.043,0.005,-0.012,-27.45,-254.7,-10.65,181.99,10.72,-127.79
0.017,-0.528,-0.883,0.034,0.001,-0.014,-27.45,-255.9,-9.9,181.77,10.75,-127.93
0.018,-0.528,-0.879,0.038,-0.004,0.003,-27.45,-255.9,-9.9,181.56,10.78,-128.06
0.018,-0.528,-0.879,0.027,0.001,0.01,-27.45,-255.15,-10.2,181.34,10.81,-128.19
0.013,-0.526,-0.887,0.032,-0.003,0.013,-27.9,-255.6,-10.65,181.12,10.84,-128.33
0.017,-0.527,-0.884,0.032,-0.003,0.002,-27.75,-255.0,-8.55,180.9,10.88,-128.46
0.01,-0.527,-0.878,0.036,-0.001,-0.015,-28.8,-254.55,-9.75,180.68,10.92,-128.59
0.01,-0.527,-0.878,0.042,-0.004,-0.021,-28.8,-254.55,-9.75,180.46,10.95,-128.71
0.013,-0.523,-0.882,0.035,0.001,-0.007,-27.75,-255.0,-10.35,180.23,10.99,-128.84
0.018,-0.527,-0.879,0.034,-0.002,-0.004,-28.2,-255.15,-10.2,180.01,11.02,-128.97
0.018,-0.527,-0.879,0.028,-0.001,0.003,-28.95,-254.7,-10.2,179.78,11.04,-129.09
0.02,-0.532,-0.879,0.032,-0.002,0.016,-27.75,-254.25,-11.1,179.56,11.07,-129.21
0.014,-0.527,-0.883,0.032,0.002,0.004,-27.15,-256.35,-10.65,179.33,11.1,-129.33
0.011,-0.529,-0.877,0.033,0.0,-0.002,-27.15,-256.35,-10.65,179.11,11.13,-129.44
0.011,-0.529,-0.877,0.032,0.001,-0.017,-27.75,-255.0,-10.35,178.88,11.16,-129.56
0.011,-0.528,-0.883,0.036,0.001,-0.015,-27.9,-254.7,-9.9,178.65,11.2,-129.67
0.015,-0.523,-0.879,0.034,0.002,-0.004,-27.75,-254.25,-10.65,178.42,11.22,-129.79
0.015,-0.523,-0.879,0.036,-0.001,0.006,-28.2,-255.9,-10.2,178.19,11.25,-129.9
0.013,-0.53,-0.886,0.034,0.0,0.016,-28.2,-255.9,-10.2,177.95,11.28,-130.01
0.012,-0.524,-0.877,0.032,-0.001,0.008,-28.5,-254.55,-10.35,177.72,11.31,-130.12
0.015,-0.529,-0.88,0.036,0.001,-0.0,-27.45,-255.6,-10.65,177.49,11.34,-130.23
0.015,-0.529,-0.88,0.033,0.008,-0.017,-27.9,-255.15,-9.15,177.25,11.36,-130.34
0.015,-0.525,-0.883,0.037,0.003,-0.025,-27.0,-257.25,-8.55,177.01,11.39,-130.45
0.014,-0.524,-0.883,0.034,-0.002,-0.019,-27.0,-257.25,-8.55,176.77,11.41,-130.55
0.012,-0.521,-0.884,0.033,0.001,0.013,-28.8,-253.8,-10.35,176.54,11.44,-130.67
0.012,-0.521,-0.884,0.029,0.001,0.028,-27.9,-254.7,-10.2,176.3,11.47,-130.78
0.011,-0.526,-0.885,0.031,-0.0,0.027,-28.65,-254.7,-10.65,176.07,11.5,-130.88
0.012,-0.531,-0.883,0.029,0.004,0.004,-27.9,-255.6,-9.45,175.83,11.53,-130.98
0.012,-0.531,-0.883,0.037,0.003,-0.016,-29.25,-253.8,-9.3,175.59,11.56,-131.08
0.015,-0.531,-0.879,0.036,0.002,-0.029,-27.45,-254.7,-10.2,175.35,11.58,-131.17
0.02,-0.524,-0.875,0.036,0.003,-0.035,-27.45,-255.6,-10.2,175.1,11.59,-131.27
0.021,-0.529,-0.885,0.034,0.001,-0.018,-29.25,-254.55,-9.75,174.86,11.61,-131.37
0.021,-0.529,-0.885,0.029,-0.006,0.027,-28.65,-254.4,-10.2,174.62,11.63,-131.46
0.015,-0.533,-0.882,0.023,-0.005,0.033,-28.65,-255.6,-9.45,174.38,11.65,-131.55
0.012,-0.528,-0.884,0.024,-0.005,0.034,-27.75,-254.25,-10.8,174.14,11.67,-131.65
0.012,-0.528,-0.884,0.034,0.002,0.005,-27.15,-254.7,-9.9,173.9,11.69,-131.74
0.011,-0.534,-0.879,0.036,0.006,-0.013,-27.0,-254.25,-11.55,173.66,11.71,-131.83
0.014,-0.53,-0.882,0.039,-0.0,-0.032,-28.5,-255.0,-9.3,173.41,11.73,-131.92
0.014,-0.527,-0.886,0.039,0.0,-0.03,-29.25,-256.5,-9.3,173.17,11.76,-132.01
0.014,-0.527,-0.886,0.036,-0.003,-0.015,-27.75,-256.5,-9.3,172.92,11.78,-132.1
0.012,-0.53,-0.883,0.029,-0.002,0.023,-28.95,-254.4,-10.2,172.68,11.8,-132.19
0.012,-0.532,-0.884,0.025,-0.006,0.034,-27.75,-255.3,-10.8,172.44,11.82,-132.28
0.012,-0.532,-0.884,0.023,-0.002,0.031,-28.2,-255.15,-10.95,172.2,11.84,-132.36
0.005,-0.533,-0.883,0.032,0.005,0.004,-27.75,-254.25,-10.05,171.95,11.86,-132.45
0.014,-0.532,-0.879,0.043,0.001,-0.014,-27.75,-254.25,-10.05,171.71,11.88,-132.53
0.021,-0.528,-0.885,0.039,0.003,-0.022,-28.2,-255.9,-9.15,171.46,11.89,-132.61
0.021,-0.528,-0.885,0.037,0.001,-0.024,-27.15,-254.4,-9.45,171.21,11.89,-132.7
0.015,-0.526,-0.883,0.043,-0.001,-0.004,-28.5,-255.75,-10.35,170.97,11.91,-132.79
0.012,-0.526,-0.88,0.026,-0.005,0.025,-29.4,-255.15,-9.9,170.72,11.93,-132.87
0.01,-0.522,-0.885,0.026,-0.003,0.031,-29.4,-255.15,-9.9,170.48,11.95,-132.96
0.01,-0.522,-0.885,0.03,-0.003,0.015,-27.0,-256.05,-10.05,170.23,11.97,-133.05
0.019,-0.533,-0.882,0.035,0.003,-0.015,-29.25,-255.0,-10.05,169.99,11.98,-133.13
0.009,-0.529,-0.881,0.043,0.002,-0.029,-27.15,-254.7,-10.65,169.74,11.99,-133.21
0.009,-0.529,-0.881,0.044,0.0,-0.03,-28.5,-256.05,-10.05,169.5,12.01,-133.29
0.017,-0.526,-0.882,0.036,0.0,-0.013,-28.5,-256.05,-10.05,169.25,12.02,-133.37
0.014,-0.526,-0.879,0.029,-0.0,0.005,-28.65,-254.4,-10.2,169.01,12.03,-133.45
0.012,-0.534,-0.88,0.028,-0.004,0.03,-27.75,-255.3,-9.0,168.76,12.05,-133.52
0.012,-0.534,-0.88,0.028,-0.002,0.028,-27.75,-256.5,-10.35,168.51,12.06,-133.59
